id,parent-id,lead-project,title,grant-reference
287,,0,Arctic carbon under threat from climate extremes: Impacts of extreme climatic events on soil carbon and microbial communities,2277950
288,,0,How do Arctic seabirds coordinate parental care in changing climate?,2275002
289,,0,Internal Solitary Waves in Ice-Covered Waters,2287120
290,,0,Laser induced fluorescence instrument for the detection of trace levels of atmospheric sulfur dioxide (SO2),NE/T008555/1
291,,0,"Past, present and future of permafrost peatlands",2287884
292,,0,Proton-Transfer-Reaction Time-of-Flight Mass Spectrometer (PTR-ToF-MS) for aircraft and ground-based applications,NE/T009020/1
293,,0,"Quantifying the role of oceanic storminess in determining the survival and recruitment of long-distance, oversea, migratory birds",2280705
294,,0,Rapid in-situ phytoplankton monitoring to support marine aquaculture and long term climate science,NE/T008571/1
295,,0,"Sources, transfer and fate of microplastics in the Arctic marine environment",2295414
296,,0,Where's my dinner? Do Arctic benthic communities show preferential food uptake?,2269779
297,,0,ScotIce - How fast could ice caps collapse?,NE/S01120X/1
298,,0,Advective pathways of nutrients and key ecological substances in the Arctic (APEAR),NE/R012865/2
299,,0,Arctic PRoductivity in the seasonal Ice ZonE (Arctic PrIZE),NE/P006078/2
300,,0,Can we detect changes in Arctic Ecosystems?,NE/P006000/2
301,,0,Mechanistic understanding of the role of diatoms in the success of the Arctic Calanus complex and implications for a warmer Arctic,NE/P006353/2
302,,0,Primary productivity driven by escalating nutrient fluxes?,NE/R012547/2
303,,0,The UK Overturning in the Subpolar North Atlantic Program (UK-OSNAP),NE/K010875/2
304,,0,Towards a marginal Arctic sea ice cover,NE/R000085/2
305,,1,PRE-MELT: Preconditioning the trigger for rapid Arctic ice melt,NE/T000260/1
306,305,0,PRE-MELT: Preconditioning the trigger for rapid Arctic ice melt,NE/T001399/1
307,305,0,PRE-MELT: Preconditioning the trigger for rapid Arctic ice melt,NE/T000546/1
308,,1,Arctic Summer-time Cyclones: Dynamics and Sea-ice Interaction,NE/T006811/1
309,308,0,Arctic Summer-time Cyclones: Dynamics and Sea-Ice Interaction,NE/T00682X/1
310,308,0,Arctic Summer-time Cyclones: Dynamics and Sea-ice Interaction,NE/T006773/1
311,,0,Arctic Community Resilience to Boreal Environmental change: Assessing Risks from fire and disease (ACRoBEAR),NE/T013672/1
312,,1,SitS NSF-UKRI: Collaborative Research: Sensors UNder snow Seasonal Processes in the Evolution of ARctic Soils (SUN SPEARS),NE/T010967/1
313,312,0,SitS NSF-UKRI: Collaborative Research: Sensors UNder snow Seasonal Processes in the Evolution of ARctic Soils (SUN SPEARS),NE/T010568/1
314,,0,Quantifying the contribution of sympagic versus pelagic diatoms to Arctic food webs and biogeochemical fluxes (SYM-PEL),NE/S002502/1
315,,0,The Future of Extreme European Winter Weather,NE/S014713/1
316,,1,SNAP-DRAGON: Subpolar North Atlantic Processes - Dynamics and pRedictability of vAriability in Gyre and OverturNing,NE/T013400/1
317,316,0,SNAP-DRAGON: Subpolar North Atlantic Processes - Dynamics and pRedictability of vAriability in Gyre and OverturNing,NE/T013494/1
318,,0,An investigation into open-system pingos in Canada as an analogue to drift-filled hollows in London,NE/T013605/1
319,,0,Biodegradable cellulose microbeads for high-volume applications,41329
320,,1,Wider impacts of Subpolar North Atlantic decadal variability on the ocean and atmosphere (WISHBONE),NE/T013478/1
321,320,0,Wider Impacts of Subpolar nortH atlantic decadal variaBility on the OceaN and atmospherE' (WISHBONE),NE/T013540/1
323,320,0,Wider Impacts of Subpolar nortH atlantic decadal variaBility on the OceaN and atmosphere (WISHBONE),NE/T013451/1
324,320,0,Wider impacts of Subpolar North Atlantic decadal variability on the ocean and atmosphere (WISHBONE),NE/T013516/1
325,,0,Explaining and Predicting the Migration and Phenology of Europe-African Migratory Birds,NE/T001038/1
326,,0,Controls upon dissolved organic matter export from glaciers,NE/T014563/1
327,,0,Explaining and Predicting the Migration and Phenology of Europe-African Migratory Birds,NE/T001070/1
328,,1,Resolving climate sensitivity associated with shallow mixed phase cloud in the oceanic mid- to high-latitudes (M-Phase),NE/T00648X/1
329,328,0,Resolving climate sensitivity associated with shallow mixed phase cloud in the oceanic mid- to high-latitudes (M-Phase),NE/T006463/1
330,,0,A multi-instrument exploration of the cusp ionosphere,NE/V000748/1
331,,0,A shifting jet stream in a changing climate. Exploring the response of the polar jet stream in the Northern Hemisphere to various climate futures.,2390205
332,,0,An investigation into open-system pingos in Canada as an analogue to drift-filled hollows in London,NE/T013605/1
333,,0,Arctic Greening Across Scales,2438842
334,,1,Arctic Summer-time Cyclones: Dynamics and Sea-ice Interaction,NE/T006773/1
335,334,0,Arctic Summer-time Cyclones: Dynamics and Sea-ice Interaction,NE/T006811/1
336,334,0,Arctic Summer-time Cyclones: Dynamics and Sea-Ice Interaction,NE/T00682X/1
337,,0,ArcticBuzz: bumblebee community responses to climate change in Lapland,2445781
338,,0,Are There Perennial and Light-Independent Microbial Processes on Supraglacial Ecosystems?#,NE/V012991/1
339,,0,AutoNaut for Extreme Environments - extension,91129
340,,0,Benefit of high resolution models for climate predictions.,2415542
341,,0,Carbon Emissions under Arctic Snow (CEAS),NE/W003686/1
342,,0,Changing Arctic: Estimation of freshwater changes over the full Arctic basin including land and ocean from satellite observations,2438969
343,,0,Climate change impacts on global wildfire ignitions by lightning and the safe management of landscape fuels,NE/V01417X/1
344,345,0,Consequences of Arctic Warming for European Climate and Extreme Weather,NE/V004875/1
345,,1,Consequences of Arctic Warming for European Climate and Extreme Weather,NE/V005855/1
346,,0,Controls upon dissolved organic matter export from glaciers,NE/T014563/1
347,,0,Data assimilation of satellite snow thickness products in the Arctic Ocean,2390206
348,,0,Decentralised water technologies,EP/V030515/1
349,,0,Devonian Tropical Plant Assemblages from Arctic Svalbard,2435953
350,,1,Discovering reasons for global atmospheric methane growth using deuterium isotopes,NE/V000780/1
351,350,0,Discovering reasons for global atmospheric methane growth using deuterium isotopes,NE/V00090X/1
352,,0,Diversity and ecological function of fungi and protists in Antarctic and Arctic freshwater ecosystems,2446079
353,,0,Explaining and Predicting the Migration and Phenology of Europe-African Migratory Birds,NE/T001070/1
354,,0,Fingerprinting bioactive trace elements in a changing Arctic Ocean,2399893
355,,0,Fundamental Mechanisms of Arctic Summer-time Cyclone Growth and Sea-ice Interaction,2435642
356,,0,"Gender and histories of Arctic field science, 1900-1950",2420730
357,,0,Geochemical habitability potential of magmatic vs impact induced heat hydrothermal environment on early Earth and Mars.,NE/V009982/1
358,,0,HOMEs under the microscope: Citizen-led characterisation Of airborne micropLAstic sources (HOME Co-LAb),BB/V012584/1
359,,0,How do redox and temperature fluctuations influence mineral protection of organic matter during permafrost thaw?,2446405
360,,0,Ice-ocean-atmosphere interactions in the Arctic,2438686
361,,0,Image processing and machine learning applied to Earth Observation of the cryosphere,2438667
362,,0,Improved understanding of Arctic atmospheric composition and climate through exploitation of satellite observations,2443087
363,,0,Intra-interglacial variability: are warmer periods climatically more unstable?,NE/V001620/1
364,,0,Is macroalgal carbon sequestration the 'elephant in the Blue Carbon room' ?,2436234
365,,0,Mapping above- and belowground vegetation traits in the Canadian Rockies and surrounding regions at multiple spatial and temporal scales,NE/V010336/1
366,,0,Melt Ponds on Sea Ice,2449019
367,,0,"Monitoring &amp; modelling ice rich permafrost coastal responses to in-situ and dynamic drivers in a changing climate along the Beaufort Sea coast, Canada",2434523
368,,0,Muddying the waters: cation exchange processes as a major control on weathering fluxes.,2393952
369,,0,NI: CONFLUENCE - Disentangling the role of rivers as greenhouse gas conduits,NE/V009001/1
370,371,0,Nitrogen fixation in the Arctic Ocean,NE/T000570/1
371,,1,Nitrogen fixation in the Arctic Ocean,NE/T001240/1
372,,0,Palaeo Constraints on the 1.5C World: What does the Pliocene tell us about the long-terms effects of atmospheric CO2 at ~400 ppmv,2442758
373,,0,Quantifying carbon accumulation and loss in Russian Arctic peatlands,2435883
374,,0,Remote sensing of recent changes in northern peatlands,2442788
375,376,0,SNAP-DRAGON: Subpolar North Atlantic Processes - Dynamics and pRedictability of vAriability in Gyre and OverturNing,NE/T013400/1
376,,1,SNAP-DRAGON: Subpolar North Atlantic Processes - Dynamics and pRedictability of vAriability in Gyre and OverturNing,NE/T013494/1
377,,0,Tackling the Arctic Cloud Problem,NE/V013769/1
378,,0,The case-study of Iceland and artic surfing is unique and contribute to health geographies understanding wellbeing in dark winter months.,2435044
379,,0,Towards a better understanding of the lifecycle of Pesticides in the Atmosphere,2440396
380,,0,Treeline advances in a changing climate: understanding how climate affects reproduction and early life stages in Black spruce,NE/V021397/1
381,,0,Understanding Arctic greening across scales,2449030
382,,0,Understanding the impact of trace level sulphur dioxide on air pollution and climate,2432302
383,,0,Understanding the resilience of wild birds to climate change: seasonal genomics of the annual migratory breeding cycle,BB/V001647/1
387,320,0,Wider Impacts of Subpolar nortH atlantic decadal variaBility on the OceaN and atmospherE' (WISHBONE),NE/T013540/1
388,,0,Wireline tap on the construction of the North Atlantic Deep water - IODP Exp. 395 &quot;Reykjanes Mantle Convection and Climate&quot;,NE/W002310/1
391,,0,Fragmentation and melt of Arctic sea ice,NE/V011693/1
394,,0,Arctic blue carbon: human and climatic drivers of change,2604278
395,,0,Traces of microbial life and activity in Arctic endolithic habitats,2548385
396,,0,Measurement and Modelling of Snow in Arctic Tundra and Taiga Biomes,2597850
397,,0,TundraTime: Plant phenology change as a driver of Arctic greening trends,NE/W006448/1
398,,0,Can megafauna shift the carbon and surface radiation budgets of the Arctic?,NE/W00089X/1
399,,0,Northern Perspectives: community-based monitoring for tracing environmental change in the Canadian Arctic,2594847
400,,0,Investigating the Arctic sea ice snowpack and modelling its interaction with microwave radiation,2547163
401,,0,Accelerating sea ice loss in the Arctic: models and melt ponds,2598078
402,,0,In silico and Experimental Screening Platform for Characterising Environmental Impact of Impact of Industry Development in the Arctic (EXPECT),2605032
403,,0,High-resolution genomics to reveal changes in microbial biodiversity across space and time in the warming Arctic Ocean,NE/W005654/1
404,,0,Remote Sensing of Snow for Improvement of Weather Forecasts,2593502
405,,0,THE GLOBAL IMPACTS OF POLAR GEOENGINEERING,2547090
407,,0,Impact of polar climate change on coastal regions,2583856
408,,0,"NSFGEO-NERC Collaborative Research: Environmental change and impacts on prehistoric human colonization of Peary Land, northernmost Greenland",NE/W007541/1
409,,0,Methane in and above the polar oceans,2620762
412,,0,Far-flung influences on midlatitude climate and weather extremes: The stratospheric pathway,2578994
414,,0,White Sea meromictic lakes as rich archives of paleoenvironmental change,2597778
415,,0,Fanning the flames: past and future links between climate change and fire activity across Siberia.,2558826
416,,0,What are the physiological costs to seabirds adapting to polar climate change?,2601200
418,,0,Causes and impacts of Greenland atmospheric Blocking changes,NE/W005875/1
419,,0,NSFGEO-NERC: Collaborative Research: ICECAPS-MELT,NE/X002403/1
421,,0,Mapping the functional gene-scape of the oceans under conditions of global change,2575865
422,,1,Fine-scale auroral structure: Causes and effects,NE/V012436/1
423,422,0,Fine-scale auroral structure: Causes and effects,NE/V012541/1
426,,0,Orographic Flows off Greenland and their Impact on the Ocean,2576503
427,,1,Inuit Qaujisarnirmut Pilirijjutit on Arctic Shipping Risks in Inuit Nunangat,NE/X002608/1
428,427,0,Inuit Qaujisarnirmut Pilirijjutit on Arctic Shipping Risks in Inuit Nunangat,NE/X002632/1
429,,0,Empowering our communities to map rough ice and slush for safer sea-ice travel in Inuit Nunangat,NE/X004643/1
430,,0,"Nunavut Search and Rescue (NSAR) Project: Supporting Inuit Health and Well-Being, Food Security, Economic Development, and Community Resilience",NE/X004201/1
431,,0,ASYNC - Resolving asynchronous responses of North Atlantic climate to deglacial changes in ocean circulation,NE/W006243/1
432,,0,"Carving out Climate Testimony: Inuit Youth, Wellness &amp; Environmental Stewardship",NE/X002462/1
433,,0,"Renewable Energy Microgrid Integration for Remote, Off-grid Cabins in Nunavut",NE/X004589/1
434,,0,"Impacts of cryosphere-hydrosphere change on ecosystems and livelihoods in northern Nunatsiavut, Canada (IMAGINE)",NE/X003868/1
435,,0,"Emerging zoonoses in wildlife: understanding the ecology, transmission and impacts of Brucella and Erysipelothrix for conservation and food security",NE/X002616/1
436,,0,Beavers and Socio-ecological Resilience in Inuit Nunangat (BARIN),NE/X002578/1
437,,0,Nuna: Effective mitigation and adaptation to changing ground conditions for resilient coastal futures,NE/X005658/1
438,,0,A multi-instrument exploration of the cusp ionosphere,NE/V000748/1
439,,0,A novel proxy for Arctic sea surface temperatures (PAST),NE/X009416/1
440,,0,Abrupt sea ice loss in the Arctic: Tipping points in warm and cold climates,2738290
442,,0,Ammonia (NH3) in the marine atmosphere and impact on aerosols (Ref:4299),2698395
444,,0,Arctic climate change: the vital role of pollution and climate feedbacks,2743372
447,,0,Atmospheric Rivers and The Onset of Sea-Ice Melt (ARTofMELT),NE/X000087/1
451,,0,Can polar seabirds really adapt to climate change?,2750501
455,,0,Controls on short-term calving glacier dynamics,2743350
465,,0,High throughput simultaneous tracking of seabirds to elucidate the environmental drivers of intraspecific competition,NE/X012492/1
467,,0,How do some of the world's biggest geopolitical actors construct the Arctic in relation to each other?,2742814
468,,0,Ice-layer Permeability Controls Runoff from Ice Sheets (IPCRIS),NE/X000435/1
479,,0,"Microplastic entrainment, transport and fragmentation in atmospheric boundary-layer flows",NE/X00015X/1
480,,0,Multi-scale environmental remote sensing for understanding dust in the high latitudes,2755219
481,,0,"Museums, Empire and Northern Irish Identity",ES/V00767X/1
482,,0,Nature of cold-air outbreaks in Europe in a warming climate,2743359
483,,0,New approaches for understanding group-specific phytoplankton photosynthesis in mixed populations,NE/X009742/1
495,,0,Resilience and adaptation of First Nations Communities in Canada to Disappearing Winter Road Infrastructure in a Changing Climate,2608640
496,,0,River ecosystem responses to decreasing glacier cover,2607779
498,,1,The future of Arctic sea ice,NE/X000079/1
499,,0,The future of Arctic sea ice,NE/X000125/1
500,,0,The influence of ocean circulation on local biogeochemistry and melting tidewater glaciers in northern Baffin Bay,NE/X008304/1
501,,0,Timing and impact of variable Arctic outflow on the Atlantic Meridional Overturning Circulation,NE/X011690/1
503,,0,Tracing the heat signature of Atlantic Water through the GIN seas and its impact on Arctic ice and climate,2737265
504,,0,Beavers and Socio-ecological Resilience in Inuit Nunangat (BARIN),NE/X002578/1
505,,0,"Carving out Climate Testimony: Inuit Youth, Wellness & Environmental Stewardship",NE/X002462/1
506,,0,Community-led wildlife health monitoring for a resilient and healthy Nunavik,NE/X002497/1
507,,0,"Emerging zoonoses in wildlife: understanding the ecology, transmission and impacts of Brucella and Erysipelothrix for conservation and food security",NE/X002616/1
508,,0,Empowering our communities to map rough ice and slush for safer sea-ice travel in Inuit Nunangat,NE/X004643/1
509,,0,"Impacts of cryosphere-hydrosphere change on ecosystems and livelihoods in northern Nunatsiavut, Canada (IMAGINE)",NE/X003868/1
510,,1,Inuit Qaujisarnirmut Pilirijjutit on Arctic Shipping Risks in Inuit Nunangat,NE/X002608/1
511,510,0,Inuit Qaujisarnirmut Pilirijjutit on Arctic Shipping Risks in Inuit Nunangat,NE/X002632/1
512,,0,Inuksiutit: Food Sovereignty in Nunavut and the co-production of country food knowledge,NE/X005666/1
513,,0,Nuna: Effective mitigation and adaptation to changing ground conditions for resilient coastal futures,NE/X005658/1
514,,0,"Nunavut Search and Rescue (NSAR) Project: Supporting Inuit Health and Well-Being, Food Security, Economic Development, and Community Resilience",NE/X004201/1
515,,0,Plastics and heavy metals in Nunatsiavut food ways and environments,NE/X006441/1
516,,0,"Renewable Energy Microgrid Integration for Remote, Off-grid Cabins in Nunavut",NE/X004589/1
517,,0,Resilient Responses to Protect Lung Health in Nunavik,NE/X003361/1
518,,0,Controls on short-term calving glacier dynamics,2743350
519,,0,"Arctic Heritage: Commodification, Identity, and Revitilisation in the Anthropocene",AH/Y000161/1
520,521,0,Nitrogen fixation in the Arctic Ocean,NE/T000570/1
521,,1,Nitrogen fixation in the Arctic Ocean,NE/T001240/1
522,,0,Causes and impacts of Greenland atmospheric Blocking changes,NE/W005875/1
523,,0,"Microplastic entrainment, transport and fragmentation in atmospheric boundary-layer flows",NE/X00015X/1
524,,0,Ice-layer Permeability Controls Runoff from Ice Sheets (IPCRIS),NE/X000435/1
525,,0,A novel proxy for Arctic sea surface temperatures (PAST),NE/X009416/1
526,,0,High throughput simultaneous tracking of seabirds to elucidate the environmental drivers of intraspecific competition,NE/X012492/1
527,,0,Greenland ice marginal lake evolution as a driver of ice sheet change - how important are rising lake temperatures?,NE/X013537/1
528,,0,Turbo-charging the mycorrhizosphere - Could more productive ecosystems threaten soil carbon stocks in boreal and sub-arctic zones of transition?,NE/X015076/1
529,,0,NSFGEO-NERC: Impacts of sea ice melt and anthropogenic emmisions on biogenic sulfur aerosol as measured in a central Greenland ice core,NE/Y001710/1
530,,0,A-AAgora-Blueprint for Atlantic-Arctic Agora on cross-sectoral cooperation for restoration of marine and coastal ecosystems and increased climate resilience through transformative innovation,10068429
531,,0,Abrupt sea ice loss in the Arctic: Tipping points in warm and cold climates,2738290
532,,0,Ammonia (NH3) in the marine atmosphere and impact on aerosols (Ref:4299),2698395
533,,0,Arctic climate change: the vital role of pollution and climate feedbacks,2743372
534,,0,ASYNC - Resolving asynchronous responses of North Atlantic climate to deglacial changes in ocean circulation,NE/W006243/1
535,,0,Atmospheric Rivers and The Onset of Sea-Ice Melt (ARTofMELT),NE/X000087/1
536,,0,Beavers and Socio-ecological Resilience in Inuit Nunangat (BARIN),NE/X002578/1
537,,0,"BIOcean5D Marine biodiversity assessment and prediction across spatial, temporal and human scales",10039266
538,,0,Can megafauna shift the carbon and surface radiation budgets of the Arctic?,NE/W00089X/1
539,,0,Can polar seabirds really adapt to climate change?,2750501
540,,0,CANARI: Climate change in the Arctic-North Atlantic Region and Impacts on the UK,NE/W004984/1
541,,0,"Carving out Climate Testimony: Inuit Youth, Wellness &amp; Environmental Stewardship",NE/X002462/1
542,,0,"Climate change, marine fisheries and conservation in West Greenland",2775340
543,,0,"Emerging zoonoses in wildlife: understanding the ecology, transmission and impacts of Brucella and Erysipelothrix for conservation and food security",NE/X002616/1
544,,0,Empowering our communities to map rough ice and slush for safer sea-ice travel in Inuit Nunangat,NE/X004643/1
545,,0,Fine-scale auroral structure: Causes and effects,NE/V012541/1
546,,0,Fine-scale auroral structure: Causes and effects,NE/V012436/1
547,,0,"Fostering and Enabling AI, Data and Robotics Technologies for Supporting Human Workers in Harvesting Wild Food",10060010
548,,0,Fragmentation and melt of Arctic sea ice,NE/V011693/1
549,,0,From Earth to Europa: An Exploration into Sulfur-Ice Environments,2705379
550,,0,High-resolution genomics to reveal changes in microbial biodiversity across space and time in the warming Arctic Ocean,NE/W005654/1
551,,0,How do some of the world's biggest geopolitical actors construct the Arctic in relation to each other?,2742814
552,,0,"Impacts of cryosphere-hydrosphere change on ecosystems and livelihoods in northern Nunatsiavut, Canada (IMAGINE)",NE/X003868/1
553,,0,Inuit Qaujisarnirmut Pilirijjutit on Arctic Shipping Risks in Inuit Nunangat,NE/X002632/1
554,,0,Inuit Qaujisarnirmut Pilirijjutit on Arctic Shipping Risks in Inuit Nunangat,NE/X002608/1
555,,0,Mapping and measuring glacier mass balance: developing a best practice approach for understanding glacier change,2772881
556,,0,MARBEFES - MARine Biodiversity and Ecosystem Functioning leading to Ecosystem Services,10048815
557,,0,MARBEFES - Project No.101060937 - Horizon-CL6-2021-BIODIV-01,10040216
558,,0,MARine Biodiversity and Ecosystem Functioning leading to Ecosystem Services,10041354
559,,0,"MARINE BIODIVERSITY ASSESSMENT AND PREDICTION ACROSS SPACIAL, TEMPORAL AND HUMAN SCALES (BIOcean5D)",10048703
560,,0,"MARINE BIODIVERSITY ASSESSMENT AND PREDICTION ACROSS SPATIAL, TEMPORAL AND HUMAN SCALES",10044425
561,,0,Marine Sabres,10042494
562,,0,Marine SABRES - Project Number 101058956 - Horizon-CL6-2021-BIODIV-01,10040244
563,,0,MarineSABRES - Marine Systems Approaches for Biodiversity Resilience and Ecosystem Sustainablity,10050525
564,,0,Multi-scale environmental remote sensing for understanding dust in the high latitudes,2755219
565,,0,Nature of cold-air outbreaks in Europe in a warming climate,2743359
566,,0,New approaches for understanding group-specific phytoplankton photosynthesis in mixed populations,NE/X009742/1
567,,0,NI: CONFLUENCE - Disentangling the role of rivers as greenhouse gas conduits,NE/V009001/2
568,,0,Nitrogen cycling in the changing Arctic Ocean,2745678
569,,0,Nonlinear interactions between fluid flows inside and outside of sea ice,2745499
570,,0,"NSFGEO-NERC Collaborative Research: Environmental change and impacts on prehistoric human colonization of Peary Land, northernmost Greenland",NE/W007541/1
571,,0,NSFGEO-NERC: Collaborative Research: ICECAPS-MELT,NE/X002403/1
572,,0,Nuna: Effective mitigation and adaptation to changing ground conditions for resilient coastal futures,NE/X005658/1
573,,0,"Nunavut Search and Rescue (NSAR) Project: Supporting Inuit Health and Well-Being, Food Security, Economic Development, and Community Resilience",NE/X004201/1
574,,0,"Renewable Energy Microgrid Integration for Remote, Off-grid Cabins in Nunavut",NE/X004589/1
575,,0,Robust Automated Driving in Extreme Weather (ROADVIEW),10045139
576,,0,Tackling the Arctic Cloud Problem,NE/V013769/1
577,,0,The future of Arctic sea ice,NE/X000079/1
578,,0,The influence of ocean circulation on local biogeochemistry and melting tidewater glaciers in northern Baffin Bay,NE/X008304/1
579,,0,Timing and impact of variable Arctic outflow on the Atlantic Meridional Overturning Circulation,NE/X011690/1
580,,0,Tracing the heat signature of Atlantic Water through the GIN seas and its impact on Arctic ice and climate,2737265
581,,0,TundraTime: Plant phenology change as a driver of Arctic greening trends,NE/W006448/1
